interaction_id,customer_id,product_id,interaction_type,interaction_score,rating,quantity,timestamp
INT0003939,CUST00198,PROD00219,purchase,1.0,,1,2025-10-07
INT0003940,CUST00198,PROD00249,view,0.099,,1,2025-03-12
INT0003941,CUST00198,PROD00127,view,0.088,,1,2025-12-07
INT0003942,CUST00198,PROD00055,view,0.062,,1,2026-04-03
INT0003943,CUST00198,PROD00249,cart,0.674,,1,2026-06-04
INT0003944,CUST00198,PROD00008,purchase,1.0,,1,2025-07-08
INT0003945,CUST00198,PROD00230,cart,0.594,,1,2025-04-24
INT0003946,CUST00198,PROD00086,cart,0.56,,1,2025-11-27
INT0003947,CUST00198,PROD00074,view,0.164,,1,2025-05-29
INT0003948,CUST00198,PROD00024,purchase,0.94,,1,2025-06-23
INT0003949,CUST00198,PROD00174,view,0.136,,1,2025-03-28
INT0003950,CUST00198,PROD00164,purchase,1.0,,1,2026-07-13
INT0003951,CUST00198,PROD00061,view,0.074,,1,2026-01-04
INT0003952,CUST00198,PROD00062,cart,0.678,,1,2025-10-14
INT0003953,CUST00198,PROD00175,view,0.155,,1,2025-05-27
INT0003954,CUST00198,PROD00068,purchase,1.0,,1,2025-05-10
INT0003955,CUST00198,PROD00002,rating,0.988,5.0,1,2025-08-05
INT0003956,CUST00198,PROD00139,cart,0.628,,1,2026-05-17
INT0003957,CUST00198,PROD00161,rating,0.832,4.0,1,2026-03-11
INT0003958,CUST00198,PROD00145,purchase,1.0,,2,2025-10-01
INT0003959,CUST00198,PROD00203,view,0.066,,1,2025-10-12
INT0003960,CUST00198,PROD00068,view,0.141,,1,2025-08-26
INT0003961,CUST00198,PROD00153,view,0.06,,1,2026-05-30
INT0003962,CUST00198,PROD00148,view,0.066,,1,2025-04-14
INT0003963,CUST00198,PROD00153,cart,0.6,,1,2025-12-10
INT0003964,CUST00198,PROD00055,rating,0.881,3.0,1,2025-06-30
INT0003965,CUST00199,PROD00002,view,0.077,,1,2025-05-08
INT0003966,CUST00199,PROD00024,view,0.088,,1,2026-06-10
INT0003967,CUST00199,PROD00087,rating,0.7,3.0,1,2025-02-28
INT0003968,CUST00199,PROD00051,cart,0.633,,1,2026-03-20
INT0003969,CUST00199,PROD00035,view,0.107,,1,2026-03-28
INT0003970,CUST00199,PROD00131,purchase,1.0,,1,2025-08-18
INT0003971,CUST00199,PROD00160,view,0.151,,1,2026-03-15
INT0003972,CUST00199,PROD00234,view,0.125,,1,2025-02-24
INT0003973,CUST00199,PROD00192,cart,0.594,,1,2026-07-17
INT0003974,CUST00199,PROD00216,wishlist,0.413,,1,2025-01-08
INT0003975,CUST00199,PROD00117,view,0.122,,1,2026-05-13
INT0003976,CUST00199,PROD00092,purchase,1.0,,2,2026-07-26
INT0003977,CUST00199,PROD00064,view,0.114,,1,2025-06-09
INT0003978,CUST00199,PROD00044,cart,0.647,,1,2026-07-03
INT0003979,CUST00199,PROD00221,view,0.05,,1,2026-07-01
INT0003980,CUST00199,PROD00197,purchase,1.0,,1,2026-07-04
INT0003981,CUST00199,PROD00028,rating,0.701,4.0,1,2026-02-18
INT0003982,CUST00199,PROD00243,purchase,0.912,,1,2026-01-09
INT0003983,CUST00199,PROD00104,view,0.132,,1,2025-05-09
INT0003984,CUST00199,PROD00129,cart,0.711,,1,2025-04-26
INT0003985,CUST00199,PROD00167,view,0.092,,1,2025-05-15
INT0003986,CUST00199,PROD00173,cart,0.611,,1,2025-02-11
INT0003987,CUST00200,PROD00099,view,0.138,,1,2026-06-30
INT0003988,CUST00200,PROD00065,view,0.07,,1,2026-05-09
INT0003989,CUST00200,PROD00169,wishlist,0.323,,1,2026-05-07
INT0003990,CUST00200,PROD00046,view,0.087,,1,2026-06-30
INT0003991,CUST00200,PROD00121,view,0.087,,1,2026-07-23
INT0003992,CUST00200,PROD00157,view,0.148,,1,2025-04-24
INT0003993,CUST00200,PROD00246,cart,0.625,,1,2026-07-14
INT0003994,CUST00200,PROD00239,view,0.16,,1,2026-06-07
INT0003995,CUST00200,PROD00028,wishlist,0.391,,1,2026-01-18
INT0003996,CUST00200,PROD00074,purchase,1.0,,1,2026-02-26
INT0003997,CUST00200,PROD00024,view,0.127,,1,2026-01-15
INT0003998,CUST00200,PROD00173,view,0.05,,1,2025-03-20
INT0003999,CUST00200,PROD00181,purchase,1.0,,2,2025-11-05
INT0004000,CUST00200,PROD00024,purchase,1.0,,1,2025-10-12
INT0004001,CUST00200,PROD00056,purchase,0.955,,2,2025-03-05
INT0004002,CUST00200,PROD00137,view,0.085,,1,2026-02-06
INT0004003,CUST00200,PROD00037,purchase,1.0,,1,2026-04-26
INT0004004,CUST00200,PROD00028,wishlist,0.373,,1,2025-04-20
INT0004005,CUST00200,PROD00250,view,0.135,,1,2026-02-21
INT0004006,CUST00200,PROD00225,view,0.124,,1,2025-03-18
INT0004007,CUST00200,PROD00047,purchase,0.921,,1,2025-10-10
INT0004008,CUST00200,PROD00089,view,0.121,,1,2025-06-01
INT0004009,CUST00200,PROD00063,purchase,0.987,,1,2025-03-10
INT0004010,CUST00200,PROD00229,view,0.148,,1,2025-03-24
INT0004011,CUST00201,PROD00144,purchase,1.0,,1,2026-06-10
INT0004012,CUST00201,PROD00075,purchase,1.0,,1,2025-12-29
INT0004013,CUST00201,PROD00207,purchase,1.0,,1,2025-05-28
INT0004014,CUST00201,PROD00014,view,0.099,,1,2025-07-22
INT0004015,CUST00201,PROD00126,purchase,0.928,,1,2025-12-09
INT0004016,CUST00201,PROD00069,purchase,1.0,,2,2026-06-06
INT0004017,CUST00201,PROD00031,purchase,0.945,,1,2026-04-19
INT0004018,CUST00201,PROD00119,purchase,1.0,,1,2025-09-23
INT0004019,CUST00201,PROD00154,cart,0.631,,1,2025-06-19
INT0004020,CUST00201,PROD00131,rating,0.938,5.0,1,2025-02-17
INT0004021,CUST00201,PROD00057,cart,0.558,,1,2025-10-11
INT0004022,CUST00201,PROD00184,purchase,1.0,,1,2025-01-13
INT0004023,CUST00201,PROD00155,view,0.144,,1,2026-04-04
INT0004024,CUST00201,PROD00089,purchase,1.0,,1,2026-04-06
INT0004025,CUST00202,PROD00173,purchase,1.0,,1,2026-04-07
INT0004026,CUST00202,PROD00042,cart,0.633,,1,2025-07-29
INT0004027,CUST00202,PROD00047,purchase,0.964,,1,2025-07-06
INT0004028,CUST00202,PROD00041,rating,0.91,3.0,1,2025-06-01
INT0004029,CUST00202,PROD00011,cart,0.563,,1,2025-03-07
INT0004030,CUST00202,PROD00112,cart,0.644,,1,2026-07-12
INT0004031,CUST00202,PROD00027,purchase,1.0,,1,2026-05-19
INT0004032,CUST00202,PROD00096,view,0.129,,1,2026-01-27
INT0004033,CUST00202,PROD00142,cart,0.597,,1,2025-11-23
INT0004034,CUST00202,PROD00038,purchase,1.0,,2,2026-03-10
INT0004035,CUST00202,PROD00184,view,0.086,,1,2025-10-27
INT0004036,CUST00202,PROD00145,purchase,0.991,,2,2026-04-08
INT0004037,CUST00202,PROD00028,view,0.145,,1,2025-04-12
INT0004038,CUST00202,PROD00095,purchase,1.0,,1,2025-11-07
INT0004039,CUST00202,PROD00118,view,0.107,,1,2026-07-10
INT0004040,CUST00202,PROD00125,view,0.06,,1,2025-12-08
INT0004041,CUST00202,PROD00002,view,0.138,,1,2025-05-07
INT0004042,CUST00202,PROD00153,view,0.117,,1,2026-04-05
INT0004043,CUST00202,PROD00014,rating,0.747,4.0,1,2026-03-04
INT0004044,CUST00202,PROD00111,view,0.07,,1,2026-05-31
INT0004045,CUST00202,PROD00174,cart,0.685,,1,2025-11-23
INT0004046,CUST00202,PROD00005,view,0.08,,1,2025-06-23
INT0004047,CUST00203,PROD00247,cart,0.638,,1,2026-05-14
INT0004048,CUST00203,PROD00112,wishlist,0.365,,1,2025-04-04
INT0004049,CUST00203,PROD00077,view,0.142,,1,2026-06-13
INT0004050,CUST00203,PROD00173,purchase,1.0,,1,2025-04-26
INT0004051,CUST00203,PROD00012,view,0.083,,1,2025-03-31
INT0004052,CUST00203,PROD00058,purchase,0.987,,2,2026-05-27
INT0004053,CUST00203,PROD00031,view,0.103,,1,2025-02-10
INT0004054,CUST00203,PROD00165,view,0.11,,1,2026-04-14
INT0004055,CUST00203,PROD00077,wishlist,0.426,,1,2025-04-06
INT0004056,CUST00203,PROD00109,wishlist,0.308,,1,2025-03-19
INT0004057,CUST00203,PROD00201,view,0.112,,1,2025-05-01
INT0004058,CUST00203,PROD00077,purchase,1.0,,1,2026-06-20
INT0004059,CUST00203,PROD00220,cart,0.661,,1,2025-02-25
INT0004060,CUST00203,PROD00247,view,0.105,,1,2025-11-10
INT0004061,CUST00203,PROD00102,cart,0.729,,1,2025-10-27
INT0004062,CUST00203,PROD00229,cart,0.587,,1,2026-05-30
INT0004063,CUST00203,PROD00076,cart,0.643,,1,2026-04-03
INT0004064,CUST00203,PROD00083,purchase,0.976,,1,2025-06-20
INT0004065,CUST00203,PROD00038,view,0.084,,1,2025-12-26
INT0004066,CUST00203,PROD00045,purchase,1.0,,1,2025-01-06
INT0004067,CUST00203,PROD00178,view,0.07,,1,2026-04-05
INT0004068,CUST00203,PROD00139,view,0.083,,1,2026-06-26
INT0004069,CUST00203,PROD00153,view,0.068,,1,2025-09-12
INT0004070,CUST00204,PROD00097,view,0.061,,1,2025-07-26
INT0004071,CUST00204,PROD00106,cart,0.545,,1,2025-03-11
INT0004072,CUST00204,PROD00096,wishlist,0.368,,1,2025-03-22
INT0004073,CUST00204,PROD00127,rating,0.839,2.0,1,2025-05-20
INT0004074,CUST00204,PROD00074,purchase,0.936,,1,2025-11-20
INT0004075,CUST00204,PROD00150,rating,0.918,5.0,1,2025-03-15
INT0004076,CUST00204,PROD00090,view,0.109,,1,2025-07-06
INT0004077,CUST00204,PROD00102,view,0.069,,1,2025-06-05
INT0004078,CUST00204,PROD00033,view,0.071,,1,2025-04-07
INT0004079,CUST00204,PROD00171,view,0.147,,1,2025-11-25
INT0004080,CUST00204,PROD00059,view,0.054,,1,2025-02-20
INT0004081,CUST00204,PROD00179,view,0.087,,1,2026-02-06
INT0004082,CUST00204,PROD00031,purchase,1.0,,1,2026-06-03
INT0004083,CUST00204,PROD00151,view,0.101,,1,2025-06-26
INT0004084,CUST00204,PROD00235,wishlist,0.339,,1,2025-07-17
INT0004085,CUST00204,PROD00158,cart,0.692,,1,2026-03-09
INT0004086,CUST00204,PROD00120,cart,0.563,,1,2025-03-16
INT0004087,CUST00204,PROD00086,cart,0.564,,1,2025-12-27
INT0004088,CUST00204,PROD00103,view,0.067,,1,2025-12-04
INT0004089,CUST00204,PROD00125,cart,0.558,,1,2025-11-03
INT0004090,CUST00204,PROD00123,view,0.125,,1,2025-01-16
INT0004091,CUST00204,PROD00064,cart,0.594,,1,2025-12-30
INT0004092,CUST00204,PROD00228,view,0.127,,1,2025-12-05
INT0004093,CUST00204,PROD00138,purchase,1.0,,1,2025-09-15
INT0004094,CUST00204,PROD00076,rating,0.914,5.0,1,2025-12-07
INT0004095,CUST00204,PROD00175,rating,0.785,3.0,1,2025-08-18
INT0004096,CUST00204,PROD00029,view,0.066,,1,2026-07-13
INT0004097,CUST00204,PROD00179,rating,0.947,4.0,1,2026-07-31
INT0004098,CUST00204,PROD00019,cart,0.658,,1,2025-04-22
INT0004099,CUST00204,PROD00216,purchase,0.871,,2,2026-04-04
INT0004100,CUST00204,PROD00031,purchase,1.0,,1,2026-03-17
INT0004101,CUST00204,PROD00112,wishlist,0.392,,1,2026-01-20
INT0004102,CUST00204,PROD00041,rating,0.973,5.0,1,2025-08-23
INT0004103,CUST00204,PROD00020,view,0.072,,1,2026-03-30
INT0004104,CUST00204,PROD00019,view,0.081,,1,2025-08-26
INT0004105,CUST00204,PROD00024,view,0.12,,1,2025-11-22
INT0004106,CUST00204,PROD00076,view,0.161,,1,2025-09-04
INT0004107,CUST00204,PROD00225,wishlist,0.303,,1,2025-05-03
INT0004108,CUST00204,PROD00163,view,0.116,,1,2025-09-04
INT0004109,CUST00204,PROD00090,wishlist,0.419,,1,2025-06-12
INT0004110,CUST00205,PROD00164,view,0.089,,1,2025-07-23
INT0004111,CUST00205,PROD00035,wishlist,0.306,,1,2025-10-05
INT0004112,CUST00205,PROD00081,view,0.076,,1,2026-02-02
INT0004113,CUST00205,PROD00028,view,0.158,,1,2025-02-06
INT0004114,CUST00205,PROD00233,purchase,0.974,,1,2026-05-05
INT0004115,CUST00205,PROD00222,purchase,0.897,,1,2026-04-25
INT0004116,CUST00205,PROD00139,view,0.105,,1,2026-05-21
INT0004117,CUST00205,PROD00026,purchase,1.0,,1,2025-04-08
INT0004118,CUST00205,PROD00111,view,0.079,,1,2026-01-04
INT0004119,CUST00205,PROD00236,view,0.143,,1,2025-12-20
INT0004120,CUST00205,PROD00084,cart,0.593,,1,2026-06-03
INT0004121,CUST00205,PROD00002,view,0.115,,1,2025-01-17
INT0004122,CUST00205,PROD00228,wishlist,0.372,,1,2026-04-03
INT0004123,CUST00205,PROD00043,view,0.083,,1,2026-06-12
INT0004124,CUST00205,PROD00136,purchase,0.948,,1,2026-01-29
INT0004125,CUST00205,PROD00242,view,0.076,,1,2025-08-26
INT0004126,CUST00206,PROD00155,purchase,0.919,,1,2025-12-28
INT0004127,CUST00206,PROD00198,view,0.147,,1,2025-09-09
INT0004128,CUST00206,PROD00160,view,0.064,,1,2025-02-05
INT0004129,CUST00206,PROD00028,view,0.071,,1,2026-03-14
INT0004130,CUST00206,PROD00124,rating,0.929,3.0,1,2025-02-17
INT0004131,CUST00206,PROD00172,cart,0.553,,1,2025-05-21
INT0004132,CUST00206,PROD00212,view,0.117,,1,2025-02-02
INT0004133,CUST00206,PROD00061,cart,0.684,,1,2026-06-26
INT0004134,CUST00206,PROD00191,view,0.063,,1,2025-12-12
INT0004135,CUST00206,PROD00221,wishlist,0.358,,1,2026-04-23
INT0004136,CUST00206,PROD00136,view,0.087,,1,2026-05-23
INT0004137,CUST00206,PROD00137,cart,0.66,,1,2026-07-07
INT0004138,CUST00206,PROD00059,purchase,0.947,,1,2026-05-25
INT0004139,CUST00206,PROD00176,view,0.05,,1,2026-07-30
INT0004140,CUST00206,PROD00064,cart,0.705,,1,2025-12-03
INT0004141,CUST00206,PROD00188,view,0.155,,1,2026-05-21
INT0004142,CUST00206,PROD00111,view,0.116,,1,2025-06-17
INT0004143,CUST00206,PROD00141,purchase,1.0,,1,2025-05-18
INT0004144,CUST00206,PROD00119,view,0.096,,1,2025-03-24
INT0004145,CUST00206,PROD00163,view,0.153,,1,2025-12-10
INT0004146,CUST00206,PROD00187,view,0.084,,1,2026-05-02
INT0004147,CUST00206,PROD00198,purchase,1.0,,1,2025-03-18
INT0004148,CUST00206,PROD00148,wishlist,0.382,,1,2025-11-06
INT0004149,CUST00206,PROD00034,cart,0.561,,1,2026-05-17
INT0004150,CUST00206,PROD00162,purchase,0.866,,1,2025-08-21
INT0004151,CUST00206,PROD00094,view,0.084,,1,2025-05-15
INT0004152,CUST00206,PROD00175,purchase,1.0,,1,2025-04-03
INT0004153,CUST00206,PROD00110,view,0.066,,1,2025-11-19
INT0004154,CUST00206,PROD00198,view,0.146,,1,2025-04-25
INT0004155,CUST00206,PROD00152,view,0.141,,1,2025-07-09
INT0004156,CUST00206,PROD00040,view,0.05,,1,2026-03-12
INT0004157,CUST00206,PROD00125,view,0.078,,1,2025-05-22
INT0004158,CUST00207,PROD00099,view,0.14,,1,2025-04-25
INT0004159,CUST00207,PROD00090,view,0.105,,1,2025-07-26
INT0004160,CUST00207,PROD00084,view,0.103,,1,2026-03-18
INT0004161,CUST00207,PROD00018,view,0.125,,1,2025-09-05
INT0004162,CUST00207,PROD00234,cart,0.65,,1,2025-11-01
INT0004163,CUST00207,PROD00018,rating,0.881,4.0,1,2025-05-04
INT0004164,CUST00207,PROD00167,cart,0.634,,1,2025-06-02
INT0004165,CUST00207,PROD00048,purchase,0.985,,1,2025-02-03
INT0004166,CUST00207,PROD00191,purchase,1.0,,1,2025-06-26
INT0004167,CUST00207,PROD00172,view,0.107,,1,2025-04-17
INT0004168,CUST00207,PROD00102,rating,0.769,4.0,1,2025-08-09
INT0004169,CUST00207,PROD00035,wishlist,0.391,,1,2025-03-05
INT0004170,CUST00207,PROD00240,view,0.132,,1,2026-02-14
INT0004171,CUST00207,PROD00191,view,0.115,,1,2025-01-15
INT0004172,CUST00207,PROD00099,view,0.085,,1,2025-06-11
INT0004173,CUST00207,PROD00152,view,0.121,,1,2026-01-12
INT0004174,CUST00207,PROD00096,view,0.054,,1,2026-06-09
INT0004175,CUST00207,PROD00133,wishlist,0.36,,1,2025-10-23
INT0004176,CUST00207,PROD00051,view,0.109,,1,2025-02-04
INT0004177,CUST00207,PROD00002,purchase,0.954,,1,2025-02-12
INT0004178,CUST00207,PROD00163,view,0.07,,1,2025-12-16
INT0004179,CUST00207,PROD00050,purchase,1.0,,1,2026-03-14
INT0004180,CUST00207,PROD00112,view,0.088,,1,2025-04-04
INT0004181,CUST00207,PROD00224,purchase,1.0,,1,2026-02-01
INT0004182,CUST00207,PROD00233,wishlist,0.37,,1,2025-05-01
INT0004183,CUST00207,PROD00081,purchase,0.912,,1,2026-06-16
INT0004184,CUST00207,PROD00049,rating,0.803,3.0,1,2026-03-05
INT0004185,CUST00207,PROD00098,purchase,1.0,,1,2025-06-15
INT0004186,CUST00207,PROD00191,view,0.125,,1,2025-08-06
INT0004187,CUST00208,PROD00083,purchase,1.0,,1,2026-07-31
INT0004188,CUST00208,PROD00158,purchase,1.0,,1,2026-02-02
INT0004189,CUST00208,PROD00032,view,0.131,,1,2025-03-20
INT0004190,CUST00208,PROD00235,view,0.141,,1,2026-04-19
INT0004191,CUST00208,PROD00190,cart,0.646,,1,2025-08-18
INT0004192,CUST00208,PROD00043,purchase,1.0,,2,2025-09-30
INT0004193,CUST00208,PROD00011,wishlist,0.383,,1,2026-03-17
INT0004194,CUST00208,PROD00188,cart,0.517,,1,2025-12-22
INT0004195,CUST00208,PROD00130,purchase,0.948,,1,2025-08-18
INT0004196,CUST00208,PROD00091,view,0.125,,1,2026-07-04
INT0004197,CUST00208,PROD00026,cart,0.676,,1,2025-09-02
INT0004198,CUST00208,PROD00029,cart,0.709,,1,2026-02-12
INT0004199,CUST00208,PROD00029,view,0.109,,1,2025-03-25
INT0004200,CUST00208,PROD00131,view,0.135,,1,2025-09-02
INT0004201,CUST00208,PROD00081,view,0.087,,1,2026-04-10
INT0004202,CUST00208,PROD00207,purchase,0.866,,1,2025-08-04
INT0004203,CUST00208,PROD00026,view,0.063,,1,2026-03-20
INT0004204,CUST00208,PROD00028,view,0.121,,1,2026-02-18
INT0004205,CUST00208,PROD00173,purchase,1.0,,1,2025-05-07
INT0004206,CUST00208,PROD00045,cart,0.635,,1,2025-09-03
INT0004207,CUST00208,PROD00135,wishlist,0.284,,1,2025-02-01
INT0004208,CUST00208,PROD00122,purchase,0.964,,1,2026-02-12
INT0004209,CUST00208,PROD00051,rating,0.757,3.0,1,2025-08-06
INT0004210,CUST00208,PROD00042,cart,0.651,,1,2025-05-08
INT0004211,CUST00208,PROD00150,rating,0.942,5.0,1,2025-05-25
INT0004212,CUST00209,PROD00230,purchase,1.0,,1,2026-04-30
INT0004213,CUST00209,PROD00063,view,0.081,,1,2025-12-27
INT0004214,CUST00209,PROD00028,view,0.099,,1,2025-08-21
INT0004215,CUST00209,PROD00121,view,0.092,,1,2025-07-19
INT0004216,CUST00209,PROD00126,view,0.085,,1,2025-10-10
INT0004217,CUST00209,PROD00248,wishlist,0.439,,1,2025-10-15
INT0004218,CUST00209,PROD00107,view,0.122,,1,2026-03-31
INT0004219,CUST00209,PROD00153,view,0.145,,1,2025-09-04
INT0004220,CUST00209,PROD00221,rating,0.728,4.0,1,2025-08-15
INT0004221,CUST00209,PROD00124,purchase,1.0,,2,2025-12-19
INT0004222,CUST00209,PROD00189,cart,0.647,,1,2025-04-26
INT0004223,CUST00209,PROD00028,view,0.097,,1,2026-03-07
INT0004224,CUST00209,PROD00146,cart,0.706,,1,2025-08-23
INT0004225,CUST00209,PROD00063,cart,0.517,,1,2026-03-15
INT0004226,CUST00209,PROD00097,cart,0.613,,1,2026-06-08
INT0004227,CUST00209,PROD00104,cart,0.765,,1,2026-06-22
INT0004228,CUST00209,PROD00173,view,0.135,,1,2026-06-21
INT0004229,CUST00209,PROD00096,cart,0.612,,1,2025-08-15
INT0004230,CUST00209,PROD00117,view,0.108,,1,2026-03-13
INT0004231,CUST00209,PROD00107,view,0.131,,1,2026-01-28
INT0004232,CUST00209,PROD00067,rating,0.84,4.0,1,2025-06-19
INT0004233,CUST00209,PROD00232,view,0.152,,1,2026-07-28
INT0004234,CUST00209,PROD00142,view,0.1,,1,2025-11-26
INT0004235,CUST00209,PROD00061,wishlist,0.387,,1,2025-05-25
INT0004236,CUST00209,PROD00077,purchase,0.962,,1,2025-08-13
INT0004237,CUST00209,PROD00099,purchase,1.0,,1,2026-05-14
INT0004238,CUST00209,PROD00120,rating,0.929,4.0,1,2026-01-21
INT0004239,CUST00209,PROD00204,wishlist,0.393,,1,2026-07-09
INT0004240,CUST00209,PROD00171,view,0.069,,1,2025-05-08
INT0004241,CUST00209,PROD00161,purchase,0.963,,1,2025-11-03
INT0004242,CUST00209,PROD00016,view,0.128,,1,2025-03-29
INT0004243,CUST00209,PROD00208,view,0.056,,1,2025-07-27
INT0004244,CUST00209,PROD00130,purchase,1.0,,1,2025-02-13
INT0004245,CUST00209,PROD00057,purchase,1.0,,1,2025-09-11
INT0004246,CUST00210,PROD00099,cart,0.733,,1,2025-04-20
INT0004247,CUST00210,PROD00126,view,0.115,,1,2025-07-27
INT0004248,CUST00210,PROD00084,cart,0.52,,1,2025-05-24
INT0004249,CUST00210,PROD00031,view,0.104,,1,2026-02-16
INT0004250,CUST00210,PROD00216,view,0.092,,1,2025-05-29
INT0004251,CUST00210,PROD00183,rating,0.837,4.0,1,2025-03-12
INT0004252,CUST00210,PROD00143,cart,0.593,,1,2025-01-26
INT0004253,CUST00210,PROD00099,view,0.071,,1,2026-05-15
INT0004254,CUST00210,PROD00028,cart,0.544,,1,2026-01-10
INT0004255,CUST00210,PROD00250,view,0.139,,1,2025-10-17
INT0004256,CUST00210,PROD00237,rating,0.899,4.0,1,2026-02-01
INT0004257,CUST00210,PROD00085,purchase,0.951,,1,2026-01-17
INT0004258,CUST00210,PROD00183,wishlist,0.413,,1,2025-10-05
INT0004259,CUST00210,PROD00031,cart,0.578,,1,2025-07-15
INT0004260,CUST00210,PROD00015,purchase,1.0,,1,2025-08-03
INT0004261,CUST00210,PROD00056,cart,0.674,,1,2025-03-28
INT0004262,CUST00210,PROD00107,rating,0.849,4.0,1,2026-07-07
INT0004263,CUST00210,PROD00188,cart,0.625,,1,2025-06-22
INT0004264,CUST00210,PROD00183,view,0.159,,1,2025-02-14
INT0004265,CUST00210,PROD00130,purchase,1.0,,2,2025-02-14
INT0004266,CUST00210,PROD00231,purchase,0.965,,1,2026-01-10
INT0004267,CUST00210,PROD00172,wishlist,0.298,,1,2025-08-23
INT0004268,CUST00210,PROD00183,view,0.072,,1,2025-11-03
INT0004269,CUST00210,PROD00159,view,0.091,,1,2025-04-12
INT0004270,CUST00210,PROD00109,cart,0.559,,1,2026-07-07
INT0004271,CUST00210,PROD00035,purchase,1.0,,1,2026-02-22
INT0004272,CUST00211,PROD00162,purchase,1.0,,1,2025-03-11
INT0004273,CUST00211,PROD00103,purchase,1.0,,2,2025-01-03
INT0004274,CUST00211,PROD00099,purchase,1.0,,1,2025-10-15
INT0004275,CUST00211,PROD00006,view,0.079,,1,2026-03-25
INT0004276,CUST00211,PROD00019,cart,0.634,,1,2026-02-26
INT0004277,CUST00211,PROD00034,cart,0.551,,1,2025-05-06
INT0004278,CUST00211,PROD00035,rating,0.923,4.0,1,2025-08-28
INT0004279,CUST00211,PROD00167,cart,0.649,,1,2025-04-17
INT0004280,CUST00211,PROD00233,view,0.127,,1,2025-03-06
INT0004281,CUST00211,PROD00088,purchase,1.0,,1,2026-04-04
INT0004282,CUST00211,PROD00146,view,0.071,,1,2026-03-21
INT0004283,CUST00211,PROD00162,view,0.082,,1,2026-03-25
INT0004284,CUST00211,PROD00189,view,0.12,,1,2026-06-08
INT0004285,CUST00211,PROD00223,rating,0.861,4.0,1,2025-09-15
INT0004286,CUST00211,PROD00121,view,0.142,,1,2026-07-31
INT0004287,CUST00211,PROD00075,view,0.121,,1,2026-07-24
INT0004288,CUST00211,PROD00165,view,0.066,,1,2025-07-29
INT0004289,CUST00211,PROD00183,cart,0.74,,1,2026-03-31
INT0004290,CUST00211,PROD00247,view,0.137,,1,2025-02-26
INT0004291,CUST00211,PROD00140,view,0.077,,1,2025-02-06
INT0004292,CUST00211,PROD00037,purchase,1.0,,1,2025-03-20
INT0004293,CUST00211,PROD00216,wishlist,0.374,,1,2025-07-11
INT0004294,CUST00211,PROD00067,view,0.155,,1,2026-04-13
INT0004295,CUST00211,PROD00159,cart,0.732,,1,2025-07-27
INT0004296,CUST00211,PROD00162,purchase,1.0,,1,2025-02-26
INT0004297,CUST00211,PROD00156,view,0.073,,1,2026-02-18
INT0004298,CUST00212,PROD00036,cart,0.67,,1,2025-10-03
INT0004299,CUST00212,PROD00239,purchase,1.0,,1,2025-10-22
INT0004300,CUST00212,PROD00162,purchase,0.996,,1,2025-01-16
INT0004301,CUST00212,PROD00109,purchase,0.883,,1,2026-02-01
INT0004302,CUST00212,PROD00157,view,0.134,,1,2025-04-29
INT0004303,CUST00212,PROD00083,purchase,0.814,,1,2025-03-24
INT0004304,CUST00212,PROD00068,cart,0.622,,1,2026-03-11
INT0004305,CUST00212,PROD00027,cart,0.588,,1,2025-06-05
INT0004306,CUST00212,PROD00001,purchase,1.0,,1,2026-01-03
INT0004307,CUST00212,PROD00144,view,0.105,,1,2025-08-12
INT0004308,CUST00212,PROD00111,wishlist,0.374,,1,2026-08-01
INT0004309,CUST00212,PROD00027,view,0.074,,1,2025-08-25
INT0004310,CUST00212,PROD00248,purchase,0.862,,1,2026-07-19
INT0004311,CUST00212,PROD00205,view,0.051,,1,2026-05-21
INT0004312,CUST00212,PROD00204,view,0.075,,1,2025-02-12
INT0004313,CUST00212,PROD00054,purchase,0.95,,2,2025-08-01
INT0004314,CUST00212,PROD00142,purchase,1.0,,1,2026-04-28
INT0004315,CUST00212,PROD00114,view,0.07,,1,2025-01-21
INT0004316,CUST00212,PROD00158,view,0.118,,1,2026-06-04
INT0004317,CUST00212,PROD00142,cart,0.646,,1,2025-06-01
INT0004318,CUST00212,PROD00001,cart,0.7,,1,2026-02-21
INT0004319,CUST00212,PROD00204,purchase,0.983,,1,2026-05-10
INT0004320,CUST00212,PROD00057,view,0.066,,1,2026-04-26
INT0004321,CUST00213,PROD00118,view,0.05,,1,2025-04-01
INT0004322,CUST00213,PROD00001,view,0.081,,1,2026-01-03
INT0004323,CUST00213,PROD00138,view,0.096,,1,2025-11-15
INT0004324,CUST00213,PROD00209,view,0.102,,1,2025-12-09
INT0004325,CUST00213,PROD00159,purchase,1.0,,1,2025-03-16
INT0004326,CUST00213,PROD00069,view,0.132,,1,2026-06-15
INT0004327,CUST00213,PROD00248,view,0.112,,1,2026-01-02
INT0004328,CUST00213,PROD00001,cart,0.691,,1,2025-12-26
INT0004329,CUST00213,PROD00203,view,0.06,,1,2026-01-08
INT0004330,CUST00213,PROD00230,view,0.079,,1,2025-03-07
INT0004331,CUST00213,PROD00209,purchase,1.0,,2,2025-06-13
INT0004332,CUST00213,PROD00179,view,0.053,,1,2025-04-29
INT0004333,CUST00213,PROD00064,view,0.131,,1,2025-12-01
INT0004334,CUST00213,PROD00164,purchase,1.0,,1,2026-04-13
INT0004335,CUST00213,PROD00136,purchase,0.983,,1,2025-06-20
