customer_id,age,gender,city,membership_tier,preferred_category,secondary_category,price_preference,customer_segment
CUST00308,26,Female,Pune,Bronze,Sports,Books,Mid,Frequent_Buyer
CUST00309,36,Male,Bengaluru,Silver,Beauty,Gaming,Mid,Frequent_Buyer
CUST00310,30,Male,Chennai,Bronze,Books,Gaming,Budget,Window_Shopper
CUST00311,30,Female,Bhubaneswar,Bronze,Grocery,Fashion,Mid,Window_Shopper
CUST00312,41,Male,Bhubaneswar,Gold,Sports,Grocery,Budget,Occasional_Buyer
CUST00313,39,Other,Mumbai,Bronze,Beauty,Electronics,Mid,Occasional_Buyer
CUST00314,39,Female,Jaipur,Bronze,Home & Kitchen,Fashion,Mid,Value_Seeker
CUST00315,43,Other,Ahmedabad,Gold,Grocery,Electronics,Mid,Occasional_Buyer
CUST00316,32,Male,Jaipur,Silver,Grocery,Books,Premium,Value_Seeker
CUST00317,38,Male,Hyderabad,Silver,Gaming,Home & Kitchen,Budget,Occasional_Buyer
CUST00318,29,Male,Mumbai,Platinum,Fashion,Beauty,Mid,Occasional_Buyer
CUST00319,34,Male,Kolkata,Bronze,Home & Kitchen,Grocery,Premium,Occasional_Buyer
CUST00320,30,Male,Jaipur,Bronze,Gaming,Sports,Premium,Frequent_Buyer
CUST00321,32,Male,Hyderabad,Gold,Gaming,Books,Mid,Window_Shopper
CUST00322,37,Other,Jaipur,Bronze,Grocery,Beauty,Mid,Frequent_Buyer
CUST00323,24,Male,Chennai,Bronze,Grocery,Home & Kitchen,Premium,Premium_Buyer
CUST00324,50,Other,Kolkata,Silver,Electronics,Grocery,Premium,Window_Shopper
CUST00325,22,Male,Mumbai,Silver,Sports,Fashion,Mid,Value_Seeker
CUST00326,21,Other,Bengaluru,Bronze,Electronics,Home & Kitchen,Budget,Frequent_Buyer
CUST00327,42,Other,Chennai,Bronze,Electronics,Home & Kitchen,Premium,Occasional_Buyer
CUST00328,39,Female,Delhi,Platinum,Beauty,Fashion,Mid,Occasional_Buyer
CUST00329,37,Other,Bhubaneswar,Gold,Books,Electronics,Premium,Value_Seeker
CUST00330,37,Female,Bengaluru,Platinum,Gaming,Books,Premium,Value_Seeker
CUST00331,31,Female,Kolkata,Bronze,Beauty,Gaming,Mid,Premium_Buyer
CUST00332,23,Male,Chennai,Gold,Grocery,Fashion,Budget,Occasional_Buyer
CUST00333,32,Female,Kolkata,Silver,Electronics,Beauty,Budget,Frequent_Buyer
CUST00334,25,Other,Mumbai,Gold,Sports,Home & Kitchen,Premium,Frequent_Buyer
CUST00335,40,Female,Kolkata,Silver,Sports,Electronics,Mid,Window_Shopper
CUST00336,30,Other,Jaipur,Bronze,Sports,Grocery,Budget,Window_Shopper
CUST00337,24,Male,Hyderabad,Platinum,Books,Electronics,Budget,Window_Shopper
CUST00338,29,Other,Bhubaneswar,Silver,Grocery,Fashion,Mid,Frequent_Buyer
CUST00339,35,Female,Kolkata,Silver,Beauty,Grocery,Mid,Occasional_Buyer
CUST00340,26,Female,Ahmedabad,Bronze,Beauty,Books,Premium,Occasional_Buyer
CUST00341,24,Female,Pune,Bronze,Beauty,Fashion,Mid,Frequent_Buyer
CUST00342,34,Female,Jaipur,Platinum,Home & Kitchen,Electronics,Mid,Occasional_Buyer
CUST00343,34,Female,Hyderabad,Bronze,Home & Kitchen,Fashion,Premium,Occasional_Buyer
CUST00344,27,Female,Ahmedabad,Silver,Beauty,Home & Kitchen,Mid,Occasional_Buyer
CUST00345,27,Other,Ahmedabad,Bronze,Home & Kitchen,Gaming,Premium,Window_Shopper
CUST00346,34,Male,Mumbai,Platinum,Electronics,Beauty,Mid,Premium_Buyer
CUST00347,18,Other,Hyderabad,Bronze,Gaming,Fashion,Budget,Frequent_Buyer
CUST00348,19,Male,Bhubaneswar,Silver,Grocery,Home & Kitchen,Premium,Window_Shopper
CUST00349,25,Male,Jaipur,Silver,Grocery,Electronics,Budget,Occasional_Buyer
CUST00350,30,Female,Bengaluru,Silver,Books,Beauty,Mid,Occasional_Buyer
CUST00351,34,Male,Jaipur,Bronze,Home & Kitchen,Electronics,Budget,Occasional_Buyer
CUST00352,45,Female,Mumbai,Bronze,Beauty,Home & Kitchen,Mid,Occasional_Buyer
CUST00353,39,Other,Mumbai,Silver,Sports,Home & Kitchen,Premium,Premium_Buyer
CUST00354,30,Female,Kolkata,Silver,Fashion,Books,Budget,Frequent_Buyer
CUST00355,31,Female,Kolkata,Silver,Home & Kitchen,Electronics,Budget,Window_Shopper
CUST00356,22,Male,Hyderabad,Bronze,Fashion,Beauty,Premium,Window_Shopper
CUST00357,31,Male,Mumbai,Silver,Grocery,Home & Kitchen,Budget,Occasional_Buyer
CUST00358,29,Female,Bengaluru,Platinum,Electronics,Home & Kitchen,Mid,Premium_Buyer
CUST00359,34,Female,Delhi,Silver,Gaming,Electronics,Mid,Premium_Buyer
CUST00360,24,Other,Delhi,Gold,Beauty,Sports,Mid,Frequent_Buyer
CUST00361,36,Male,Kolkata,Bronze,Beauty,Electronics,Budget,Value_Seeker
CUST00362,45,Female,Bengaluru,Silver,Gaming,Grocery,Mid,Occasional_Buyer
CUST00363,31,Other,Kolkata,Bronze,Sports,Home & Kitchen,Mid,Value_Seeker
CUST00364,35,Other,Chennai,Gold,Fashion,Grocery,Mid,Frequent_Buyer
CUST00365,38,Other,Delhi,Silver,Home & Kitchen,Books,Budget,Frequent_Buyer
CUST00366,28,Female,Pune,Gold,Electronics,Sports,Budget,Frequent_Buyer
CUST00367,34,Other,Jaipur,Silver,Gaming,Sports,Budget,Frequent_Buyer
CUST00368,32,Other,Pune,Gold,Fashion,Beauty,Budget,Occasional_Buyer
CUST00369,32,Other,Hyderabad,Silver,Fashion,Gaming,Budget,Occasional_Buyer
CUST00370,25,Female,Chennai,Silver,Home & Kitchen,Sports,Budget,Occasional_Buyer
CUST00371,32,Female,Mumbai,Bronze,Gaming,Home & Kitchen,Premium,Value_Seeker
CUST00372,36,Other,Hyderabad,Silver,Grocery,Books,Budget,Frequent_Buyer
CUST00373,45,Other,Kolkata,Gold,Gaming,Home & Kitchen,Budget,Occasional_Buyer
CUST00374,40,Female,Bhubaneswar,Platinum,Home & Kitchen,Sports,Budget,Occasional_Buyer
CUST00375,51,Female,Ahmedabad,Platinum,Gaming,Home & Kitchen,Mid,Occasional_Buyer
CUST00376,25,Female,Pune,Bronze,Books,Grocery,Mid,Occasional_Buyer
CUST00377,39,Other,Bengaluru,Platinum,Home & Kitchen,Gaming,Mid,Value_Seeker
CUST00378,33,Female,Mumbai,Gold,Grocery,Gaming,Mid,Occasional_Buyer
CUST00379,51,Other,Chennai,Bronze,Grocery,Fashion,Mid,Value_Seeker
CUST00380,24,Female,Bhubaneswar,Silver,Gaming,Electronics,Mid,Occasional_Buyer
CUST00381,24,Male,Pune,Silver,Gaming,Books,Premium,Occasional_Buyer
CUST00382,26,Male,Pune,Bronze,Fashion,Electronics,Mid,Occasional_Buyer
CUST00383,18,Female,Kolkata,Bronze,Gaming,Grocery,Budget,Frequent_Buyer
CUST00384,27,Female,Kolkata,Silver,Sports,Books,Mid,Value_Seeker
CUST00385,25,Male,Ahmedabad,Bronze,Home & Kitchen,Sports,Mid,Window_Shopper
CUST00386,33,Other,Delhi,Bronze,Fashion,Grocery,Budget,Premium_Buyer
CUST00387,35,Female,Mumbai,Bronze,Grocery,Home & Kitchen,Mid,Occasional_Buyer
CUST00388,48,Other,Mumbai,Bronze,Books,Electronics,Budget,Frequent_Buyer
CUST00389,40,Male,Jaipur,Bronze,Home & Kitchen,Gaming,Budget,Occasional_Buyer
CUST00390,26,Female,Delhi,Bronze,Grocery,Fashion,Mid,Occasional_Buyer
CUST00391,23,Other,Kolkata,Bronze,Sports,Books,Mid,Frequent_Buyer
CUST00392,36,Male,Jaipur,Bronze,Fashion,Beauty,Budget,Occasional_Buyer
CUST00393,20,Female,Jaipur,Platinum,Books,Gaming,Budget,Occasional_Buyer
CUST00394,48,Male,Pune,Bronze,Gaming,Books,Mid,Frequent_Buyer
CUST00395,42,Other,Mumbai,Silver,Books,Beauty,Budget,Frequent_Buyer
CUST00396,27,Female,Delhi,Silver,Fashion,Home & Kitchen,Mid,Frequent_Buyer
CUST00397,18,Male,Ahmedabad,Silver,Gaming,Sports,Mid,Value_Seeker
CUST00398,44,Male,Ahmedabad,Bronze,Home & Kitchen,Beauty,Budget,Premium_Buyer
CUST00399,30,Female,Bengaluru,Silver,Electronics,Grocery,Budget,Occasional_Buyer
CUST00400,43,Other,Ahmedabad,Bronze,Grocery,Sports,Premium,Occasional_Buyer
CUST00401,18,Male,Hyderabad,Bronze,Fashion,Beauty,Budget,Occasional_Buyer
CUST00402,26,Female,Bhubaneswar,Silver,Home & Kitchen,Grocery,Mid,Occasional_Buyer
CUST00403,32,Male,Chennai,Gold,Fashion,Beauty,Premium,Occasional_Buyer
CUST00404,32,Other,Ahmedabad,Silver,Electronics,Grocery,Premium,Frequent_Buyer
CUST00405,27,Male,Ahmedabad,Bronze,Sports,Home & Kitchen,Premium,Frequent_Buyer
CUST00406,37,Male,Hyderabad,Gold,Fashion,Grocery,Mid,Occasional_Buyer
CUST00407,22,Other,Delhi,Gold,Gaming,Fashion,Premium,Premium_Buyer
CUST00408,30,Female,Bhubaneswar,Silver,Beauty,Books,Budget,Value_Seeker
CUST00409,33,Female,Jaipur,Platinum,Books,Beauty,Mid,Frequent_Buyer
CUST00410,36,Female,Delhi,Silver,Gaming,Electronics,Budget,Frequent_Buyer
CUST00411,38,Male,Kolkata,Silver,Beauty,Grocery,Mid,Occasional_Buyer
CUST00412,21,Female,Mumbai,Silver,Gaming,Sports,Premium,Frequent_Buyer
CUST00413,18,Female,Ahmedabad,Platinum,Books,Gaming,Budget,Frequent_Buyer
CUST00414,43,Female,Pune,Gold,Fashion,Gaming,Mid,Occasional_Buyer
CUST00415,34,Male,Ahmedabad,Bronze,Gaming,Grocery,Premium,Occasional_Buyer
CUST00416,25,Female,Pune,Gold,Home & Kitchen,Beauty,Mid,Frequent_Buyer
CUST00417,45,Male,Delhi,Bronze,Grocery,Electronics,Budget,Window_Shopper
CUST00418,33,Male,Chennai,Bronze,Sports,Gaming,Premium,Occasional_Buyer
CUST00419,42,Male,Pune,Silver,Beauty,Home & Kitchen,Mid,Frequent_Buyer
CUST00420,32,Other,Hyderabad,Bronze,Books,Gaming,Budget,Frequent_Buyer
CUST00421,50,Male,Delhi,Silver,Sports,Books,Mid,Occasional_Buyer
CUST00422,47,Female,Mumbai,Platinum,Electronics,Gaming,Mid,Frequent_Buyer
CUST00423,29,Female,Mumbai,Silver,Fashion,Home & Kitchen,Budget,Occasional_Buyer
CUST00424,40,Female,Delhi,Silver,Books,Fashion,Mid,Frequent_Buyer
CUST00425,37,Other,Delhi,Bronze,Electronics,Beauty,Mid,Value_Seeker
CUST00426,44,Other,Ahmedabad,Gold,Home & Kitchen,Books,Budget,Frequent_Buyer
CUST00427,23,Other,Kolkata,Bronze,Fashion,Beauty,Mid,Premium_Buyer
CUST00428,38,Other,Mumbai,Bronze,Sports,Home & Kitchen,Mid,Value_Seeker
CUST00429,41,Other,Bengaluru,Gold,Books,Grocery,Mid,Occasional_Buyer
CUST00430,18,Female,Chennai,Silver,Sports,Gaming,Mid,Premium_Buyer
CUST00431,21,Female,Mumbai,Bronze,Sports,Books,Mid,Frequent_Buyer
CUST00432,18,Female,Delhi,Bronze,Electronics,Sports,Premium,Occasional_Buyer
CUST00433,29,Female,Mumbai,Bronze,Home & Kitchen,Grocery,Budget,Occasional_Buyer
CUST00434,38,Female,Jaipur,Bronze,Electronics,Fashion,Mid,Premium_Buyer
CUST00435,45,Female,Mumbai,Silver,Gaming,Beauty,Mid,Frequent_Buyer
CUST00436,32,Male,Jaipur,Gold,Fashion,Sports,Premium,Frequent_Buyer
CUST00437,46,Other,Mumbai,Bronze,Beauty,Sports,Mid,Window_Shopper
CUST00438,19,Male,Mumbai,Gold,Sports,Electronics,Budget,Value_Seeker
CUST00439,18,Other,Delhi,Bronze,Electronics,Sports,Mid,Value_Seeker
CUST00440,31,Female,Jaipur,Silver,Home & Kitchen,Books,Premium,Occasional_Buyer
CUST00441,35,Other,Chennai,Silver,Beauty,Fashion,Budget,Window_Shopper
CUST00442,31,Female,Chennai,Silver,Beauty,Grocery,Budget,Window_Shopper
CUST00443,18,Female,Jaipur,Bronze,Fashion,Books,Mid,Occasional_Buyer
CUST00444,31,Female,Mumbai,Gold,Beauty,Fashion,Mid,Frequent_Buyer
CUST00445,20,Male,Hyderabad,Bronze,Electronics,Fashion,Mid,Window_Shopper
CUST00446,38,Male,Jaipur,Gold,Home & Kitchen,Grocery,Mid,Value_Seeker
CUST00447,35,Male,Kolkata,Gold,Sports,Home & Kitchen,Budget,Premium_Buyer
CUST00448,23,Other,Bengaluru,Bronze,Beauty,Electronics,Premium,Window_Shopper
CUST00449,27,Female,Chennai,Gold,Gaming,Electronics,Budget,Frequent_Buyer
CUST00450,22,Female,Hyderabad,Bronze,Grocery,Electronics,Mid,Value_Seeker
CUST00451,31,Female,Bhubaneswar,Platinum,Sports,Books,Premium,Premium_Buyer
CUST00452,40,Male,Kolkata,Bronze,Sports,Fashion,Mid,Value_Seeker
CUST00453,23,Male,Kolkata,Gold,Electronics,Sports,Mid,Frequent_Buyer
CUST00454,36,Female,Bengaluru,Platinum,Sports,Books,Budget,Occasional_Buyer
CUST00455,27,Other,Kolkata,Silver,Electronics,Home & Kitchen,Mid,Window_Shopper
CUST00456,24,Male,Jaipur,Bronze,Fashion,Beauty,Premium,Frequent_Buyer
CUST00457,31,Other,Delhi,Bronze,Electronics,Books,Budget,Occasional_Buyer
CUST00458,22,Other,Pune,Bronze,Gaming,Beauty,Budget,Frequent_Buyer
CUST00459,27,Other,Mumbai,Bronze,Sports,Fashion,Budget,Occasional_Buyer
CUST00460,21,Other,Pune,Platinum,Gaming,Electronics,Budget,Occasional_Buyer
CUST00461,49,Male,Mumbai,Bronze,Books,Grocery,Mid,Premium_Buyer
CUST00462,32,Female,Delhi,Bronze,Electronics,Home & Kitchen,Budget,Occasional_Buyer
CUST00463,25,Female,Chennai,Gold,Electronics,Gaming,Budget,Window_Shopper
CUST00464,33,Other,Jaipur,Bronze,Grocery,Books,Mid,Premium_Buyer
CUST00465,30,Male,Bengaluru,Gold,Home & Kitchen,Electronics,Premium,Frequent_Buyer
CUST00466,30,Other,Mumbai,Silver,Gaming,Home & Kitchen,Budget,Premium_Buyer
CUST00467,37,Male,Ahmedabad,Gold,Electronics,Fashion,Budget,Premium_Buyer
CUST00468,38,Male,Ahmedabad,Bronze,Beauty,Electronics,Premium,Occasional_Buyer
CUST00469,27,Male,Kolkata,Silver,Gaming,Sports,Budget,Frequent_Buyer
CUST00470,26,Female,Ahmedabad,Gold,Home & Kitchen,Sports,Budget,Value_Seeker
CUST00471,29,Female,Ahmedabad,Bronze,Sports,Gaming,Mid,Frequent_Buyer
CUST00472,18,Male,Kolkata,Bronze,Books,Sports,Premium,Occasional_Buyer
CUST00473,18,Other,Pune,Silver,Electronics,Books,Mid,Occasional_Buyer
CUST00474,44,Female,Delhi,Bronze,Beauty,Sports,Mid,Frequent_Buyer
CUST00475,46,Female,Jaipur,Bronze,Books,Electronics,Mid,Frequent_Buyer
CUST00476,29,Male,Hyderabad,Bronze,Home & Kitchen,Electronics,Premium,Window_Shopper
CUST00477,37,Male,Bhubaneswar,Gold,Electronics,Grocery,Mid,Occasional_Buyer
CUST00478,34,Male,Bhubaneswar,Bronze,Home & Kitchen,Fashion,Mid,Occasional_Buyer
CUST00479,59,Other,Pune,Platinum,Electronics,Gaming,Mid,Occasional_Buyer
CUST00480,42,Female,Jaipur,Bronze,Sports,Grocery,Mid,Frequent_Buyer
CUST00481,30,Male,Bengaluru,Silver,Sports,Beauty,Budget,Window_Shopper
CUST00482,23,Male,Pune,Silver,Sports,Grocery,Premium,Premium_Buyer
CUST00483,18,Male,Delhi,Silver,Beauty,Electronics,Premium,Premium_Buyer
CUST00484,33,Female,Kolkata,Silver,Beauty,Electronics,Budget,Occasional_Buyer
CUST00485,25,Female,Ahmedabad,Silver,Home & Kitchen,Gaming,Budget,Window_Shopper
CUST00486,19,Other,Bhubaneswar,Gold,Beauty,Fashion,Mid,Value_Seeker
CUST00487,26,Male,Bengaluru,Platinum,Books,Fashion,Premium,Occasional_Buyer
CUST00488,22,Other,Pune,Gold,Electronics,Home & Kitchen,Premium,Frequent_Buyer
CUST00489,47,Male,Pune,Silver,Fashion,Books,Budget,Window_Shopper
CUST00490,39,Male,Pune,Bronze,Home & Kitchen,Gaming,Budget,Frequent_Buyer
CUST00491,31,Female,Mumbai,Silver,Fashion,Sports,Budget,Occasional_Buyer
CUST00492,45,Female,Ahmedabad,Gold,Gaming,Fashion,Mid,Occasional_Buyer
CUST00493,32,Other,Hyderabad,Bronze,Grocery,Gaming,Budget,Premium_Buyer
CUST00494,24,Female,Chennai,Platinum,Books,Electronics,Budget,Frequent_Buyer
CUST00495,45,Other,Mumbai,Silver,Gaming,Fashion,Premium,Frequent_Buyer
CUST00496,36,Male,Kolkata,Platinum,Grocery,Beauty,Budget,Window_Shopper
CUST00497,22,Male,Pune,Bronze,Home & Kitchen,Electronics,Budget,Value_Seeker
CUST00498,30,Female,Chennai,Bronze,Books,Gaming,Budget,Occasional_Buyer
CUST00499,24,Male,Pune,Bronze,Grocery,Fashion,Budget,Premium_Buyer
CUST00500,19,Male,Bengaluru,Bronze,Grocery,Fashion,Mid,Window_Shopper
CUST00501,40,Male,Chennai,Gold,Grocery,Gaming,Mid,Window_Shopper
CUST00502,49,Other,Jaipur,Bronze,Books,Electronics,Mid,Occasional_Buyer
CUST00503,19,Male,Chennai,Bronze,Home & Kitchen,Books,Budget,Premium_Buyer
CUST00504,37,Other,Mumbai,Bronze,Electronics,Home & Kitchen,Budget,Occasional_Buyer
CUST00505,26,Male,Kolkata,Gold,Sports,Beauty,Mid,Occasional_Buyer
CUST00506,27,Male,Ahmedabad,Bronze,Grocery,Books,Mid,Window_Shopper
CUST00507,26,Other,Jaipur,Gold,Electronics,Beauty,Mid,Value_Seeker
CUST00508,24,Female,Delhi,Platinum,Fashion,Grocery,Budget,Frequent_Buyer
CUST00509,32,Male,Kolkata,Bronze,Sports,Fashion,Mid,Frequent_Buyer
CUST00510,24,Other,Chennai,Bronze,Home & Kitchen,Grocery,Mid,Premium_Buyer
CUST00511,34,Other,Kolkata,Silver,Fashion,Books,Premium,Occasional_Buyer
CUST00512,31,Other,Bhubaneswar,Silver,Electronics,Grocery,Mid,Frequent_Buyer
CUST00513,29,Other,Bhubaneswar,Silver,Home & Kitchen,Fashion,Premium,Frequent_Buyer
CUST00514,23,Male,Chennai,Gold,Fashion,Beauty,Premium,Window_Shopper
CUST00515,26,Other,Ahmedabad,Silver,Books,Sports,Mid,Frequent_Buyer
CUST00516,38,Other,Bhubaneswar,Silver,Gaming,Fashion,Mid,Occasional_Buyer
CUST00517,36,Male,Bengaluru,Silver,Beauty,Gaming,Premium,Window_Shopper
CUST00518,23,Female,Chennai,Bronze,Electronics,Sports,Mid,Value_Seeker
CUST00519,32,Male,Delhi,Bronze,Fashion,Grocery,Mid,Premium_Buyer
CUST00520,38,Other,Kolkata,Silver,Beauty,Home & Kitchen,Budget,Occasional_Buyer
CUST00521,18,Female,Jaipur,Gold,Gaming,Beauty,Premium,Occasional_Buyer
CUST00522,36,Female,Jaipur,Bronze,Home & Kitchen,Electronics,Mid,Occasional_Buyer
CUST00523,26,Male,Hyderabad,Gold,Electronics,Home & Kitchen,Budget,Occasional_Buyer
CUST00524,37,Male,Chennai,Bronze,Beauty,Gaming,Mid,Occasional_Buyer
CUST00525,25,Male,Hyderabad,Bronze,Fashion,Gaming,Mid,Frequent_Buyer
CUST00526,18,Other,Pune,Bronze,Grocery,Books,Premium,Occasional_Buyer
CUST00527,18,Male,Kolkata,Bronze,Fashion,Sports,Premium,Premium_Buyer
CUST00528,32,Male,Hyderabad,Silver,Sports,Grocery,Budget,Occasional_Buyer
CUST00529,34,Other,Bengaluru,Silver,Electronics,Grocery,Budget,Frequent_Buyer
CUST00530,23,Female,Bhubaneswar,Gold,Electronics,Home & Kitchen,Budget,Window_Shopper
CUST00531,37,Female,Pune,Silver,Books,Sports,Budget,Occasional_Buyer
CUST00532,18,Male,Bengaluru,Silver,Gaming,Books,Mid,Premium_Buyer
CUST00533,31,Other,Bhubaneswar,Silver,Beauty,Books,Budget,Frequent_Buyer
CUST00534,21,Female,Pune,Gold,Fashion,Sports,Budget,Value_Seeker
CUST00535,26,Male,Jaipur,Gold,Books,Fashion,Premium,Premium_Buyer
CUST00536,32,Female,Delhi,Silver,Gaming,Beauty,Mid,Window_Shopper
CUST00537,24,Female,Kolkata,Silver,Books,Sports,Mid,Window_Shopper
CUST00538,28,Other,Hyderabad,Silver,Sports,Home & Kitchen,Mid,Occasional_Buyer
CUST00539,41,Female,Delhi,Gold,Beauty,Books,Premium,Frequent_Buyer
CUST00540,26,Male,Chennai,Silver,Fashion,Books,Mid,Window_Shopper
CUST00541,39,Male,Hyderabad,Bronze,Beauty,Gaming,Mid,Occasional_Buyer
CUST00542,21,Female,Bhubaneswar,Bronze,Beauty,Home & Kitchen,Premium,Occasional_Buyer
CUST00543,36,Male,Jaipur,Bronze,Fashion,Books,Mid,Occasional_Buyer
CUST00544,44,Male,Delhi,Platinum,Gaming,Electronics,Budget,Window_Shopper
CUST00545,18,Female,Delhi,Gold,Grocery,Fashion,Mid,Value_Seeker
CUST00546,24,Other,Bengaluru,Bronze,Home & Kitchen,Sports,Budget,Premium_Buyer
CUST00547,37,Male,Ahmedabad,Gold,Home & Kitchen,Beauty,Mid,Frequent_Buyer
CUST00548,30,Female,Kolkata,Bronze,Gaming,Beauty,Mid,Frequent_Buyer
CUST00549,35,Female,Bengaluru,Gold,Sports,Gaming,Mid,Occasional_Buyer
CUST00550,26,Male,Hyderabad,Bronze,Electronics,Gaming,Premium,Occasional_Buyer
CUST00551,32,Other,Bhubaneswar,Bronze,Fashion,Books,Budget,Frequent_Buyer
CUST00552,30,Other,Jaipur,Silver,Books,Sports,Budget,Window_Shopper
CUST00553,42,Female,Pune,Gold,Home & Kitchen,Sports,Budget,Window_Shopper
CUST00554,34,Male,Hyderabad,Silver,Gaming,Electronics,Budget,Value_Seeker
CUST00555,35,Female,Bengaluru,Bronze,Home & Kitchen,Electronics,Mid,Premium_Buyer
CUST00556,28,Male,Mumbai,Silver,Electronics,Beauty,Budget,Value_Seeker
CUST00557,27,Female,Mumbai,Silver,Gaming,Sports,Mid,Frequent_Buyer
CUST00558,28,Female,Mumbai,Silver,Electronics,Sports,Budget,Value_Seeker
CUST00559,35,Male,Jaipur,Silver,Home & Kitchen,Books,Budget,Frequent_Buyer
CUST00560,28,Male,Bhubaneswar,Bronze,Fashion,Books,Budget,Occasional_Buyer
CUST00561,34,Other,Kolkata,Bronze,Sports,Home & Kitchen,Budget,Occasional_Buyer
CUST00562,50,Female,Pune,Bronze,Sports,Gaming,Budget,Frequent_Buyer
CUST00563,39,Other,Ahmedabad,Bronze,Fashion,Grocery,Budget,Occasional_Buyer
CUST00564,29,Other,Hyderabad,Silver,Fashion,Sports,Premium,Occasional_Buyer
CUST00565,42,Male,Bengaluru,Gold,Electronics,Fashion,Mid,Value_Seeker
CUST00566,28,Male,Mumbai,Gold,Gaming,Beauty,Premium,Frequent_Buyer
CUST00567,18,Other,Delhi,Bronze,Home & Kitchen,Gaming,Premium,Window_Shopper
CUST00568,22,Male,Pune,Gold,Books,Gaming,Budget,Occasional_Buyer
CUST00569,18,Female,Ahmedabad,Gold,Grocery,Home & Kitchen,Mid,Premium_Buyer
CUST00570,28,Other,Bengaluru,Platinum,Fashion,Home & Kitchen,Premium,Frequent_Buyer
CUST00571,32,Other,Ahmedabad,Bronze,Grocery,Gaming,Mid,Occasional_Buyer
CUST00572,47,Other,Delhi,Silver,Electronics,Grocery,Mid,Window_Shopper
CUST00573,34,Male,Chennai,Silver,Grocery,Electronics,Budget,Window_Shopper
CUST00574,30,Female,Jaipur,Silver,Sports,Gaming,Mid,Frequent_Buyer
CUST00575,39,Female,Kolkata,Bronze,Sports,Books,Premium,Window_Shopper
CUST00576,18,Other,Delhi,Silver,Electronics,Fashion,Mid,Occasional_Buyer
CUST00577,34,Female,Pune,Bronze,Home & Kitchen,Electronics,Premium,Frequent_Buyer
CUST00578,38,Other,Kolkata,Bronze,Sports,Beauty,Budget,Occasional_Buyer
CUST00579,18,Female,Ahmedabad,Bronze,Grocery,Electronics,Premium,Value_Seeker
CUST00580,42,Female,Kolkata,Bronze,Electronics,Fashion,Mid,Premium_Buyer
CUST00581,35,Other,Hyderabad,Silver,Books,Beauty,Mid,Occasional_Buyer
CUST00582,28,Male,Ahmedabad,Bronze,Electronics,Grocery,Mid,Occasional_Buyer
CUST00583,37,Female,Mumbai,Bronze,Beauty,Gaming,Mid,Frequent_Buyer
CUST00584,52,Other,Chennai,Silver,Beauty,Grocery,Mid,Frequent_Buyer
CUST00585,33,Male,Kolkata,Bronze,Home & Kitchen,Books,Mid,Frequent_Buyer
CUST00586,34,Female,Hyderabad,Silver,Gaming,Fashion,Budget,Occasional_Buyer
CUST00587,27,Female,Ahmedabad,Silver,Fashion,Grocery,Premium,Frequent_Buyer
CUST00588,24,Other,Bengaluru,Silver,Grocery,Electronics,Mid,Occasional_Buyer
CUST00589,39,Other,Delhi,Silver,Home & Kitchen,Gaming,Budget,Occasional_Buyer
CUST00590,24,Female,Kolkata,Platinum,Beauty,Books,Premium,Premium_Buyer
CUST00591,32,Female,Chennai,Silver,Books,Sports,Budget,Occasional_Buyer
CUST00592,27,Other,Jaipur,Gold,Books,Grocery,Mid,Window_Shopper
CUST00593,36,Male,Bhubaneswar,Silver,Sports,Fashion,Mid,Window_Shopper
CUST00594,35,Other,Delhi,Silver,Home & Kitchen,Gaming,Mid,Occasional_Buyer
CUST00595,41,Female,Jaipur,Silver,Fashion,Grocery,Mid,Value_Seeker
CUST00596,27,Other,Jaipur,Bronze,Gaming,Beauty,Premium,Premium_Buyer
CUST00597,29,Female,Delhi,Bronze,Fashion,Electronics,Budget,Occasional_Buyer
CUST00598,23,Other,Chennai,Bronze,Home & Kitchen,Sports,Budget,Premium_Buyer
CUST00599,28,Other,Bengaluru,Bronze,Sports,Grocery,Mid,Value_Seeker
CUST00600,35,Other,Jaipur,Bronze,Sports,Gaming,Mid,Premium_Buyer
CUST00601,38,Other,Bengaluru,Gold,Books,Gaming,Mid,Window_Shopper
CUST00602,23,Male,Bengaluru,Silver,Beauty,Books,Budget,Window_Shopper
CUST00603,39,Male,Pune,Gold,Grocery,Gaming,Mid,Value_Seeker
CUST00604,44,Female,Delhi,Platinum,Sports,Home & Kitchen,Budget,Window_Shopper
CUST00605,35,Male,Kolkata,Bronze,Fashion,Books,Budget,Frequent_Buyer
CUST00606,48,Female,Ahmedabad,Silver,Books,Electronics,Budget,Frequent_Buyer
CUST00607,25,Male,Bhubaneswar,Gold,Beauty,Books,Budget,Premium_Buyer
CUST00608,20,Other,Pune,Silver,Beauty,Electronics,Premium,Occasional_Buyer
CUST00609,18,Other,Jaipur,Bronze,Home & Kitchen,Books,Budget,Window_Shopper
CUST00610,45,Female,Chennai,Bronze,Beauty,Home & Kitchen,Mid,Occasional_Buyer
CUST00611,37,Other,Pune,Bronze,Electronics,Fashion,Premium,Value_Seeker
CUST00612,31,Other,Pune,Bronze,Sports,Electronics,Mid,Frequent_Buyer
CUST00613,34,Other,Chennai,Bronze,Books,Beauty,Mid,Premium_Buyer
CUST00614,21,Male,Chennai,Gold,Grocery,Sports,Budget,Occasional_Buyer
